candidate_id	target	bin_size_bp	region	pearson	n_bins	n_finite_pairs	status	label	candidate_label	timestamp	config	rank	init_or_warm_start	selected_final_recipe	initial_grid_search_recipe	candidate_note	run_dir	export_dir	prediction_bw	ground_truth_bw	prediction_missing_or_nonfinite_bases_filled_zero	prediction_negative_bases_observed_not_clipped	ground_truth_missing_or_nonfinite_bases_filled_zero	ground_truth_negative_bases_clipped_zero	prediction_nonfinite_bins_after_cleaning	ground_truth_nonfinite_bins_after_cleaning	scale_rule	source_table	message	mean_pearson_100bp	plot_metric	source_summary_path	source_detail_path	pearson_100bp
C6	HIC2	100	chr2:60005424-61005424	0.5057236113	10000	10000	ok	hic2_loss_mse_pearsonoff_r4_base_lr3em4_5ep/20260425-160431|HIC2	C6  r4  base warm-start	20260425-160431	hic2_loss_mse_pearsonoff_r4_base_lr3em4_5ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_base_lr3em4_5ep/20260425-160431	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_base_lr3em4_5ep/20260425-160431/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_base_lr3em4_5ep/20260425-160431/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.460658298	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5057236113
C7	GATA1	100	chr2:60005424-61005424	0.4124315464	10000	10000	ok	hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622|GATA1	C7  r4  full warm-start	20260426-020622	hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep	r4	full warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	0	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.459477773	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.4124315464
C7	HIC2	100	chr2:60005424-61005424	0.5065239997	10000	10000	ok	hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622|HIC2	C7  r4  full warm-start	20260426-020622	hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep	r4	full warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_loss_mse_pearsonoff_r4_fullws_lr3em4_5ep/20260426-020622/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.459477773	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5065239997
C8	GATA1	100	chr2:60005424-61005424	0.4101726152	10000	10000	ok	hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616|GATA1	C8  r4  base warm-start	20260426-145616	hic2_target_B_clip_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	0	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4584229506	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.4101726152
C8	HIC2	100	chr2:60005424-61005424	0.5066732861	10000	10000	ok	hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616|HIC2	C8  r4  base warm-start	20260426-145616	hic2_target_B_clip_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_B_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4584229506	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5066732861
C10	GATA1	100	chr2:60005424-61005424	0.4008344829	10000	10000	ok	hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616|GATA1	C10  r4  base warm-start	20260426-145616	hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	0	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4535662919	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.4008344829
C10	HIC2	100	chr2:60005424-61005424	0.5062981008	10000	10000	ok	hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616|HIC2	C10  r4  base warm-start	20260426-145616	hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	1	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4535662919	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5062981008
C9	GATA1	100	chr2:60005424-61005424	0.4000851755	10000	10000	ok	hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224|GATA1	C9  r8  base warm-start	20260427-035224	hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep	r8	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	1	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4528967248	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.4000851755
C9	HIC2	100	chr2:60005424-61005424	0.5057082742	10000	10000	ok	hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224|HIC2	C9  r8  base warm-start	20260427-035224	hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep	r8	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_A_log1p_clip_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4528967248	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5057082742
C11	GATA1	100	chr2:60005424-61005424	0.3705494509	10000	10000	ok	hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224|GATA1	C11  r8  base warm-start	20260427-035224	hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep	r8	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	0	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.437042215	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.3705494509
C11	HIC2	100	chr2:60005424-61005424	0.5035349791	10000	10000	ok	hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224|HIC2	C11  r8  base warm-start	20260427-035224	hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep	r8	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r8_base_lr1em3_8ep/20260427-035224/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.437042215	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5035349791
C12	GATA1	100	chr2:60005424-61005424	0.3133685054	10000	10000	ok	hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616|GATA1	C12  r4  base warm-start	20260426-145616	hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig_gata1_transfer_1mb/prediction/prediction/check4hic2_anewPaper_single_sample/GATA1/bigwigs/GATA1_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983756_SRR21983758/s9_bigwig/genrich_normalized.bw	0	0	0	221872	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4076240039	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.3133685054
C12	HIC2	100	chr2:60005424-61005424	0.5018795024	10000	10000	ok	hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616|HIC2	C12  r4  base warm-start	20260426-145616	hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep	r4	base warm-start	False	False		/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig	/broad/boxialab/sihengtao/projects/chromnitron_finetune/hic2_target_D_gamma2_mse_r4_base_lr3em4_8ep/20260426-145616/hic2_1mb_bigwig/prediction/prediction/check4hic2_anewPaper_single_sample/HIC2/bigwigs/HIC2_check4hic2_anewPaper_single_sample_prediction.bw	/broad/boxialab/sihengtao/projects/check4hic2_anewPaper/chrom2vec_output/SRR21983754_SRR21983752/s9_bigwig/genrich_normalized.bw	0	0	0	214763	0	0	prediction as-is; ground-truth ChIP clip0 + log1p	/broad/boxialab/sihengtao/chromnitron/chromnitron_finetune/Final Project/final_support/04_finetuning_hyperparameter_selection/figure4_finetuning_hyperparameter_selection_clean_source.tsv		0.4076240039	mean_pearson_100bp	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected_summary.tsv	/broad/boxialab/sihengtao/projects/chromnitron_finetune/20260503_analysis/figure4_bcl11a_100bp_corrected/figure4_bcl11a_pearson_100bp_corrected.tsv	0.5018795024
